AIMSflightid;AIMSaircraftregistration;AIMSflighthours;AIMSflightcycles;AIMSdelays;AIMSdelayedminutes;AIMScancellations;AIMSdate;AMOSscheduledoutofservice;AMOSunscheduledoutofservice
010216-TZX-TKU-9217-XY-ALV;XY-ALV;0;0;0;0;1;01-02-2016;98.55;0.0
010216-WMI-PEG-6715-XY-OZH;XY-OZH;0;1;1;16;0;01-02-2016;699.65;0.0
010216-ZAD-LCA-3398-XY-IWX;XY-IWX;0;0;0;0;1;01-02-2016;0.0;0.47
010310-AAR-OSL-7234-XY-ZMF;XY-ZMF;0;1;1;33;0;01-03-2010;24.0;0.0
010310-ADB-BRN-4516-XY-NHZ;XY-NHZ;0;0;0;0;1;01-03-2010;102.8;0.0
010310-AES-SDR-3957-XY-ZDY;XY-ZDY;1;1;1;17;0;01-03-2010;10.05;0.0
010310-ARN-BHD-4297-XY-ZWJ;XY-ZWJ;0;0;0;0;1;01-03-2010;24.0;0.0
010310-BEG-GVA-5218-XY-ZMF;XY-ZMF;0;0;0;0;1;01-03-2010;24.0;0.0
010310-BFS-SXF-6486-XY-FBA;XY-FBA;0;1;1;36;0;01-03-2010;0.0;541.98
010310-BHD-EXT-7892-XY-IOO;XY-IOO;0;0;0;0;1;01-03-2010;2.73;0.0
010310-BHD-GLA-8524-XY-ALV;XY-ALV;0;0;0;0;1;01-03-2010;11.47;0.0
010310-BUD-KGS-2749-XY-NMY;XY-NMY;0;0;0;0;1;01-03-2010;0.0;1118.57
010310-CDG-CLJ-1278-XY-JXR;XY-JXR;1;1;0;0;0;01-03-2010;0.0;2058.95
010310-CRL-LPL-7435-XY-ZWJ;XY-ZWJ;0;0;0;0;1;01-03-2010;24.0;0.0
010310-DRS-MUC-4253-XY-IOO;XY-IOO;0;0;0;0;1;01-03-2010;2.73;0.0
010310-GRZ-EVN-6122-XY-ZWJ;XY-ZWJ;0;0;0;0;1;01-03-2010;24.0;0.0
010310-HAU-FMO-5861-XY-YAZ;XY-YAZ;2;1;1;38;0;01-03-2010;0.0;489.9
010310-IAS-NYO-2946-XY-ZMF;XY-ZMF;2;1;1;30;0;01-03-2010;24.0;0.0
010310-LBA-FDH-5743-XY-YTM;XY-YTM;0;1;1;18;0;01-03-2010;0.0;10.81
010310-LHR-FUE-8668-XY-FBA;XY-FBA;4;1;1;45;0;01-03-2010;0.0;541.98
010310-LTN-IAS-8211-XY-LQZ;XY-LQZ;0;0;0;0;1;01-03-2010;150.13;0.0
010310-OLB-JMK-4139-XY-OFW;XY-OFW;1;1;1;11;0;01-03-2010;24.0;0.0
010310-OST-SVX-1965-XY-OFW;XY-OFW;0;0;0;0;1;01-03-2010;24.0;0.0
010310-RVN-BOO-1923-XY-NHZ;XY-NHZ;0;1;1;17;0;01-03-2010;102.8;0.0
010310-SOU-BGO-2532-XY-YTM;XY-YTM;1;1;1;36;0;01-03-2010;0.0;10.81
010310-SZG-TFN-2416-XY-ALV;XY-ALV;1;1;1;26;0;02-03-2010;0.0;0.47
010310-TLS-IEV-6933-XY-JXR;XY-JXR;2;1;1;13;0;01-03-2010;0.0;2058.95
010310-TSR-PMI-5776-XY-IOO;XY-IOO;2;1;1;31;0;01-03-2010;2.73;0.0
010310-VKO-FCO-8879-XY-NHZ;XY-NHZ;0;0;0;0;1;01-03-2010;102.8;0.0
010310-VLC-KIV-9895-XY-PZC;XY-PZC;0;0;0;0;1;01-03-2010;195.3;0.0
010310-WAW-TGD-1378-XY-ZDY;XY-ZDY;0;0;0;0;1;01-03-2010;10.05;0.0
010311-BRN-VRN-9473-XY-LQZ;XY-LQZ;0;0;0;0;1;01-03-2011;0.0;0.47
010311-CAG-RIX-4349-XY-NMY;XY-NMY;3;1;1;48;0;01-03-2011;429.3;0.0
010311-IAS-EXT-8256-XY-IOO;XY-IOO;0;1;1;28;0;01-03-2011;66.65;0.0
010311-INI-KRS-8375-XY-NMY;XY-NMY;3;1;1;17;0;01-03-2011;429.3;0.0
010311-LBA-SKP-2527-XY-OZH;XY-OZH;2;1;1;35;0;01-03-2011;24.0;0.0
010311-LED-BGY-3535-XY-ZDY;XY-ZDY;0;0;0;0;1;01-03-2011;78.3;0.0
010311-LGG-XRY-3758-XY-LYP;XY-LYP;0;0;0;0;1;01-03-2011;0.0;10.81
010311-LGW-LCA-1669-XY-YTM;XY-YTM;1;1;1;26;0;01-03-2011;24.0;0.0
010311-LUX-EDI-1126-XY-OHF;XY-OHF;0;0;0;0;1;01-03-2011;0.0;520.28
010311-NCE-LGW-1991-XY-ZMF;XY-ZMF;2;1;1;43;0;01-03-2011;0.0;0.47
010311-OTP-LGG-8575-XY-OZH;XY-OZH;0;0;0;0;1;01-03-2011;24.0;0.0
010311-OVB-BFS-1587-XY-CMJ;XY-CMJ;0;0;0;0;1;01-03-2011;45.85;0.0
010311-PEG-TXL-6456-XY-ZDY;XY-ZDY;0;1;1;44;0;01-03-2011;78.3;0.0
010311-PMO-MPL-8912-XY-LQZ;XY-LQZ;1;1;1;25;0;01-03-2011;0.0;0.47
010311-SUF-VLC-8928-XY-IOO;XY-IOO;3;1;1;45;0;01-03-2011;66.65;0.0
010311-VAR-TIV-2968-XY-FBA;XY-FBA;0;0;0;0;1;01-03-2011;0.0;1598.27
010312-ABZ-ZAZ-1624-XY-OFW;XY-OFW;3;1;0;0;0;01-03-2012;0.0;0.47
010312-AMS-BTS-5163-XY-FBA;XY-FBA;2;1;1;17;0;01-03-2012;0.0;1532.12
010312-BGY-BIQ-9672-XY-OFW;XY-OFW;0;0;0;0;1;01-03-2012;0.0;0.47
010312-BHD-HAM-8936-XY-CMJ;XY-CMJ;0;0;0;0;1;01-03-2012;24.0;0.0
010312-BRI-KBP-1818-XY-ZDY;XY-ZDY;4;1;1;41;0;01-03-2012;374.53;0.0
010312-BTS-SVG-6317-XY-ZMF;XY-ZMF;0;0;0;0;1;01-03-2012;24.0;0.0
010312-DRS-DUB-3913-XY-ZMF;XY-ZMF;0;0;0;0;1;01-03-2012;24.0;0.0
010312-DUS-NUE-5858-XY-PZC;XY-PZC;0;1;1;24;0;01-03-2012;0.0;0.47
010312-EVN-SXB-4793-XY-LYP;XY-LYP;0;0;0;0;1;01-03-2012;0.0;10.81
010312-EXT-ARN-4792-XY-LQZ;XY-LQZ;1;1;1;10;0;01-03-2012;0.0;473.93
010312-HUY-MMX-3281-XY-ZMF;XY-ZMF;0;1;1;24;0;01-03-2012;24.0;0.0
010312-KTW-NYO-4754-XY-OZH;XY-OZH;3;1;1;28;0;01-03-2012;9.7;0.0
010312-LED-BVA-6435-XY-LYP;XY-LYP;0;0;0;0;1;01-03-2012;0.0;10.81
010312-MSQ-VKO-5635-XY-PZC;XY-PZC;1;1;1;11;0;01-03-2012;0.0;0.47
010312-NUE-BEG-9165-XY-NMY;XY-NMY;0;0;0;0;1;01-03-2012;0.0;50.65
010312-OVB-VLC-6637-XY-FBA;XY-FBA;0;0;0;0;1;01-03-2012;0.0;1532.12
010312-RIX-ATH-1389-XY-IOO;XY-IOO;0;0;0;0;1;01-03-2012;0.0;10.81
010312-SNN-PFO-8562-XY-ZWJ;XY-ZWJ;0;0;0;0;1;01-03-2012;0.0;10.81
010312-TLS-GDN-3152-XY-JXR;XY-JXR;2;1;1;42;0;01-03-2012;0.0;0.47
010312-WAW-VST-5566-XY-YAZ;XY-YAZ;0;1;1;36;0;01-03-2012;0.0;288.02
010312-ZAD-KIR-1549-XY-NHZ;XY-NHZ;0;0;0;0;1;01-03-2012;0.0;1713.35
010313-AJA-PUY-2795-XY-ALV;XY-ALV;0;0;0;0;1;01-03-2013;0.0;1633.4
010313-ALC-FRA-6581-XY-CMJ;XY-CMJ;0;0;0;0;1;01-03-2013;0.0;207.67
010313-ALC-GDN-7284-XY-JXR;XY-JXR;0;0;0;0;1;01-03-2013;0.0;10.81
010313-BHX-BLQ-7462-XY-FBA;XY-FBA;0;0;0;0;1;01-03-2013;24.0;0.0
010313-BHX-HAM-1359-XY-OZH;XY-OZH;1;1;0;0;0;01-03-2013;37.18;0.0
010313-BOD-LPL-8424-XY-YTM;XY-YTM;0;0;0;0;1;01-03-2013;0.0;10.81
010313-DLM-NYO-9834-XY-OFW;XY-OFW;0;1;1;46;0;01-03-2013;0.0;10.81
010313-IAS-FUE-3321-XY-MBJ;XY-MBJ;0;0;0;0;1;01-03-2013;0.0;10.81
010313-IBZ-PEG-5566-XY-PZC;XY-PZC;0;0;0;0;1;01-03-2013;0.0;10.81
010313-KRS-SZG-1829-XY-OHF;XY-OHF;3;1;1;36;0;01-03-2013;0.0;0.47
010313-LIN-SPC-7341-XY-ZMF;XY-ZMF;0;0;0;0;1;01-03-2013;24.0;0.0
010313-MXP-NOC-6547-XY-FBA;XY-FBA;0;1;0;0;0;01-03-2013;24.0;0.0
010313-NCL-VNO-5379-XY-FBA;XY-FBA;0;0;0;0;1;01-03-2013;24.0;0.0
010313-SJJ-RTM-3359-XY-ZWJ;XY-ZWJ;0;0;0;0;1;01-03-2013;0.0;0.47
010313-SZG-LCA-8727-XY-YTM;XY-YTM;0;0;0;0;1;01-03-2013;0.0;10.81
010313-TBS-KUN-1262-XY-FBA;XY-FBA;0;1;0;0;0;01-03-2013;24.0;0.0
010313-TOS-BRE-6996-XY-FBA;XY-FBA;2;1;1;24;0;01-03-2013;24.0;0.0
010313-TZL-SXF-9897-XY-LQZ;XY-LQZ;0;0;0;0;1;01-03-2013;0.0;1764.12
010313-VCE-KIV-4765-XY-NHZ;XY-NHZ;0;0;0;0;1;01-03-2013;0.0;0.47
010314-ALA-TOS-8654-XY-JXR;XY-JXR;0;0;0;0;1;02-03-2014;0.0;882.3
010314-BCN-XRY-7748-XY-FBA;XY-FBA;0;0;0;0;1;02-03-2014;0.0;1271.22
010314-BOD-HAM-3827-XY-YTM;XY-YTM;3;1;1;11;0;01-03-2014;0.0;0.47
010314-BUD-DTM-5926-XY-OFW;XY-OFW;0;0;0;0;1;01-03-2014;187.95;0.0
010314-DSA-FUE-9359-XY-OHF;XY-OHF;3;1;1;27;0;01-03-2014;0.0;0.47
010314-FLR-FCO-6662-XY-PZC;XY-PZC;1;1;1;41;0;01-03-2014;0.0;10.81
010314-HUY-HER-8461-XY-CMJ;XY-CMJ;0;1;1;14;0;01-03-2014;0.0;743.25
010314-INI-BRE-2182-XY-MBJ;XY-MBJ;0;0;0;0;1;01-03-2014;0.0;10.81
010314-KBP-ZAD-7755-XY-ZWJ;XY-ZWJ;2;1;1;32;0;01-03-2014;0.0;10.81
010314-KLU-DME-6644-XY-MBJ;XY-MBJ;0;0;0;0;1;01-03-2014;0.0;10.81
010314-KTW-EGC-3121-XY-NMY;XY-NMY;0;0;0;0;1;01-03-2014;0.0;0.47
010314-LGW-SOU-7942-XY-IWX;XY-IWX;0;1;1;41;0;01-03-2014;321.55;0.0
010314-OVB-LPL-2873-XY-PZC;XY-PZC;0;0;0;0;1;01-03-2014;0.0;10.81
010314-VNO-ALA-1462-XY-YTM;XY-YTM;0;0;0;0;1;01-03-2014;0.0;0.47
010314-VNO-TXL-4446-XY-YTM;XY-YTM;2;1;1;44;0;01-03-2014;0.0;0.47
010315-AAL-JTR-9686-XY-YTM;XY-YTM;0;1;1;30;0;01-03-2015;608.72;0.0
010315-FSC-VNO-8792-XY-ZDY;XY-ZDY;2;1;1;15;0;01-03-2015;0.0;0.47
010315-HER-BLQ-5437-XY-YAZ;XY-YAZ;0;0;0;0;1;01-03-2015;0.0;1473.73
010315-HUY-GVA-6535-XY-YTM;XY-YTM;3;1;1;31;0;01-03-2015;608.72;0.0
010315-IST-BHD-7295-XY-LYP;XY-LYP;0;0;0;0;1;01-03-2015;0.0;517.13
010315-LEJ-TRF-3466-XY-JXR;XY-JXR;0;1;1;19;0;01-03-2015;0.0;0.47
010315-LNZ-BMA-4622-XY-YAZ;XY-YAZ;0;1;1;24;0;01-03-2015;0.0;1473.73
010315-LPL-OSL-7795-XY-NMY;XY-NMY;0;0;0;0;1;01-03-2015;0.0;10.81
010315-LWO-MLA-2785-XY-IOO;XY-IOO;0;0;0;0;1;01-03-2015;14.82;0.0
010315-RMU-INI-7469-XY-LQZ;XY-LQZ;0;0;0;0;1;01-03-2015;0.0;2100.12
010315-RUN-HAJ-5693-XY-CMJ;XY-CMJ;1;1;1;29;0;01-03-2015;24.0;0.0
010315-RUN-WMI-7861-XY-OFW;XY-OFW;2;1;1;36;0;01-03-2015;181.53;0.0
010315-SJJ-NUE-1511-XY-IWX;XY-IWX;0;1;1;19;0;01-03-2015;0.0;10.81
010315-SJJ-TXL-1432-XY-LQZ;XY-LQZ;0;0;0;0;1;01-03-2015;0.0;2100.12
010315-TBS-IAS-5894-XY-NHZ;XY-NHZ;1;1;0;0;0;01-03-2015;24.0;0.0
010315-TFS-LTN-6133-XY-ZWJ;XY-ZWJ;3;1;1;35;0;01-03-2015;0.0;10.81
010316-DUS-WRO-3378-XY-ALV;XY-ALV;1;1;1;45;0;02-03-2016;24.0;0.0
010316-GOA-BLL-5647-XY-LYP;XY-LYP;0;0;0;0;1;01-03-2016;0.0;10.81
010316-KTW-SUF-6467-XY-OHF;XY-OHF;1;1;1;32;0;01-03-2016;0.0;10.81
010316-KUN-OUL-4716-XY-YAZ;XY-YAZ;3;1;1;31;0;01-03-2016;24.0;0.0
010316-ODS-KLU-6611-XY-YAZ;XY-YAZ;0;0;0;0;1;01-03-2016;24.0;0.0
010316-PFO-HEL-2689-XY-PZC;XY-PZC;0;0;0;0;1;01-03-2016;0.0;10.81
010316-REU-PIK-2732-XY-ZWJ;XY-ZWJ;0;1;1;14;0;02-03-2016;0.0;10.81
010316-SCQ-MMX-4533-XY-YTM;XY-YTM;3;1;1;49;0;01-03-2016;256.17;0.0
010316-SVX-TFS-2551-XY-OFW;XY-OFW;1;1;1;8;0;01-03-2016;0.0;0.47
010316-TLL-LNZ-9332-XY-OFW;XY-OFW;2;1;1;11;0;01-03-2016;0.0;0.47
010316-TLN-POZ-9658-XY-NMY;XY-NMY;0;0;0;0;1;01-03-2016;0.0;10.81
010316-TLS-BVA-6387-XY-OZH;XY-OZH;0;0;0;0;1;01-03-2016;0.0;1044.63
010316-VAA-PEG-4273-XY-MBJ;XY-MBJ;2;1;1;48;0;01-03-2016;695.22;0.0
010410-ADB-IST-1452-XY-CMJ;XY-CMJ;0;0;0;0;1;01-04-2010;18.4;0.0
010410-AHO-LEI-9889-XY-ZDY;XY-ZDY;0;0;0;0;1;01-04-2010;24.0;0.0
010410-AMS-TLN-4869-XY-JXR;XY-JXR;4;1;1;31;0;01-04-2010;0.0;10.81
010410-BRI-MPL-2328-XY-PZC;XY-PZC;3;1;1;22;0;01-04-2010;0.0;10.81
010410-CLJ-ATH-9933-XY-CMJ;XY-CMJ;0;1;1;39;0;01-04-2010;18.4;0.0
010410-DSA-IAS-7754-XY-JXR;XY-JXR;0;1;1;11;0;01-04-2010;0.0;10.81
010410-DUB-PAD-8229-XY-YAZ;XY-YAZ;0;0;0;0;1;01-04-2010;326.02;0.0
010410-EVN-BRN-3722-XY-LYP;XY-LYP;1;1;1;26;0;01-04-2010;24.0;0.0
010410-KIV-BRQ-5753-XY-LYP;XY-LYP;0;0;0;0;1;01-04-2010;24.0;0.0
010410-MAD-OVD-2654-XY-OHF;XY-OHF;2;1;0;0;0;01-04-2010;0.0;10.81
010410-MAN-LUG-5832-XY-CMJ;XY-CMJ;2;1;1;8;0;01-04-2010;18.4;0.0
010410-SUF-SKG-1184-XY-MBJ;XY-MBJ;0;0;0;0;1;01-04-2010;24.0;0.0
010410-VAA-DTM-6676-XY-YAZ;XY-YAZ;2;1;1;24;0;01-04-2010;326.02;0.0
010411-ADB-PMI-1486-XY-NMY;XY-NMY;0;1;1;41;0;01-04-2011;0.0;675.67
010411-AGP-BLQ-4783-XY-LYP;XY-LYP;0;0;0;0;1;01-04-2011;12.38;0.0
010411-AHO-AER-9829-XY-CMJ;XY-CMJ;1;1;0;0;0;01-04-2011;0.0;0.47
010411-AHO-HAU-5427-XY-ZMF;XY-ZMF;0;0;0;0;1;01-04-2011;0.0;647.5
010411-AOI-CHQ-1335-XY-MBJ;XY-MBJ;1;1;1;34;0;01-04-2011;0.0;0.47
010411-BJV-DSA-9216-XY-NHZ;XY-NHZ;0;0;0;0;1;01-04-2011;0.0;276.6
010411-BLQ-NTE-9858-XY-YTM;XY-YTM;0;0;0;0;1;01-04-2011;0.0;0.47
010411-BUD-HAU-8158-XY-JXR;XY-JXR;0;0;0;0;1;01-04-2011;0.0;0.47
010411-CAG-GLA-2589-XY-IWX;XY-IWX;0;1;0;0;0;01-04-2011;6.48;0.0
010411-CRL-EIN-5473-XY-ALV;XY-ALV;0;0;0;0;1;01-04-2011;0.0;0.47
010411-EGC-PSA-7541-XY-OZH;XY-OZH;1;1;1;11;0;01-04-2011;2.63;0.0
010411-IAS-BIQ-7726-XY-YTM;XY-YTM;2;1;1;20;0;01-04-2011;0.0;0.47
010411-KLU-CAG-9483-XY-IWX;XY-IWX;0;0;0;0;1;01-04-2011;6.48;0.0
010411-MST-LGW-8949-XY-OHF;XY-OHF;2;1;1;35;0;01-04-2011;24.0;0.0
010411-NCL-SJJ-6155-XY-OFW;XY-OFW;0;0;0;0;1;01-04-2011;0.0;10.81
010411-PSR-VKO-5351-XY-OZH;XY-OZH;0;0;0;0;1;01-04-2011;2.63;0.0
010411-SVX-EMA-2576-XY-YAZ;XY-YAZ;1;1;1;20;0;01-04-2011;0.0;10.81
010411-SZG-SKG-7474-XY-LQZ;XY-LQZ;2;1;1;31;0;02-04-2011;0.0;10.81
010411-TFN-RIX-1355-XY-LQZ;XY-LQZ;2;1;1;10;0;01-04-2011;0.0;526.83
010411-TLN-ODS-8712-XY-ZDY;XY-ZDY;2;1;1;35;0;01-04-2011;0.0;0.47
010411-WMI-HAU-1961-XY-OHF;XY-OHF;2;1;1;40;0;01-04-2011;24.0;0.0
010412-ADA-BOO-6796-XY-OFW;XY-OFW;0;0;0;0;1;01-04-2012;0.0;820.25
010412-AGP-LEI-2153-XY-IOO;XY-IOO;0;0;0;0;1;01-04-2012;0.0;915.9
010412-AJA-VST-9434-XY-YAZ;XY-YAZ;3;1;1;32;0;01-04-2012;0.0;722.62
010412-BRN-OSL-2147-XY-IWX;XY-IWX;0;0;0;0;1;01-04-2012;24.0;0.0
010412-DLM-LED-4342-XY-YTM;XY-YTM;0;0;0;0;1;01-04-2012;0.0;10.81
010412-DRS-DSA-6415-XY-YTM;XY-YTM;0;1;1;43;0;02-04-2012;0.0;0.47
010412-HER-ADB-8495-XY-OHF;XY-OHF;0;0;0;0;1;01-04-2012;0.0;0.47
010412-KUN-BCN-7921-XY-ZMF;XY-ZMF;0;0;0;0;1;01-04-2012;0.0;10.81
010412-LBA-MAD-4112-XY-CMJ;XY-CMJ;0;0;0;0;1;01-04-2012;0.0;0.47
010412-LYS-KUN-1793-XY-NHZ;XY-NHZ;0;0;0;0;1;01-04-2012;0.0;2008.15
010412-TLL-INI-9275-XY-OFW;XY-OFW;0;1;1;18;0;01-04-2012;0.0;820.25
010412-VIE-LYS-4672-XY-MBJ;XY-MBJ;0;1;0;0;0;01-04-2012;25.92;0.0
010413-BHX-FCO-1578-XY-LYP;XY-LYP;0;0;0;0;1;01-04-2013;0.0;10.81
010413-BIQ-TSF-3533-XY-OZH;XY-OZH;0;0;0;0;1;01-04-2013;0.0;0.47
010413-BJV-TOS-1368-XY-JXR;XY-JXR;3;1;1;37;0;01-04-2013;0.0;1904.07
010413-BVA-SAW-6422-XY-ZMF;XY-ZMF;0;1;1;34;0;01-04-2013;0.0;1361.62
010413-CAG-BER-9692-XY-FBA;XY-FBA;0;1;1;11;0;01-04-2013;0.0;976.4
010413-CWL-PUY-5443-XY-IWX;XY-IWX;0;0;0;0;1;01-04-2013;0.0;10.81
010413-EVN-BIQ-8155-XY-FBA;XY-FBA;3;1;1;28;0;01-04-2013;0.0;976.4
010413-KTW-LWO-1436-XY-NMY;XY-NMY;0;0;0;0;1;01-04-2013;0.0;10.81
010413-LBA-SPC-9954-XY-IOO;XY-IOO;3;1;1;49;0;01-04-2013;1.27;0.0
010413-LIL-RIX-8587-XY-OZH;XY-OZH;1;1;1;7;0;01-04-2013;0.0;0.47
010413-NCE-IEV-4985-XY-LYP;XY-LYP;0;0;0;0;1;01-04-2013;0.0;10.81
010413-OLB-BHX-8751-XY-NMY;XY-NMY;0;0;0;0;1;01-04-2013;0.0;10.81
010413-RHO-HAU-8133-XY-IWX;XY-IWX;0;0;0;0;1;01-04-2013;0.0;10.81
010413-SNN-AHO-6353-XY-ZDY;XY-ZDY;1;1;1;12;0;01-04-2013;368.43;0.0
010413-SNN-BRI-3971-XY-PZC;XY-PZC;0;0;0;0;1;01-04-2013;0.0;1244.08
010413-TSE-ARN-8851-XY-JXR;XY-JXR;1;1;1;42;0;01-04-2013;0.0;1904.07
010413-VST-ACE-9467-XY-ALV;XY-ALV;1;1;0;0;0;01-04-2013;0.0;10.81
010413-WMI-VST-7884-XY-LQZ;XY-LQZ;0;0;0;0;1;01-04-2013;688.52;0.0
010414-AAR-DME-5613-XY-OZH;XY-OZH;0;0;0;0;1;01-04-2014;86.75;0.0
010414-ABZ-LUX-1872-XY-OZH;XY-OZH;0;0;0;0;1;01-04-2014;86.75;0.0
010414-AES-JTR-6867-XY-NHZ;XY-NHZ;0;0;0;0;1;01-04-2014;9.87;0.0
010414-AYT-KIV-6482-XY-IWX;XY-IWX;0;0;0;0;1;01-04-2014;4.55;0.0
010414-BES-RMU-5239-XY-OZH;XY-OZH;0;0;0;0;1;01-04-2014;86.75;0.0
010414-BRE-OPO-1777-XY-LQZ;XY-LQZ;0;1;1;29;0;01-04-2014;0.0;10.81
010414-DUS-JTR-5626-XY-OHF;XY-OHF;1;1;1;14;0;01-04-2014;528.02;0.0
010414-FDH-FKB-4833-XY-NMY;XY-NMY;0;0;0;0;1;01-04-2014;0.0;1387.97
010414-FUE-CLJ-2173-XY-IOO;XY-IOO;0;0;0;0;1;01-04-2014;24.0;0.0
010414-GRQ-ANR-6114-XY-YTM;XY-YTM;2;1;1;16;0;01-04-2014;0.0;10.81
010414-HER-ZAZ-6883-XY-OFW;XY-OFW;0;0;0;0;1;02-04-2014;0.0;10.81
010414-IST-GRQ-3326-XY-NHZ;XY-NHZ;0;0;0;0;1;01-04-2014;9.87;0.0
010414-LIS-EXT-2666-XY-LQZ;XY-LQZ;0;0;0;0;1;01-04-2014;0.0;10.81
010414-LWO-LIL-3531-XY-ZMF;XY-ZMF;0;0;0;0;1;01-04-2014;0.0;10.81
010414-LYS-TGD-8111-XY-YTM;XY-YTM;0;0;0;0;1;01-04-2014;0.0;10.81
010414-PSA-HAU-2786-XY-ALV;XY-ALV;2;1;1;10;0;01-04-2014;18.82;0.0
010414-SDR-AJA-7217-XY-OHF;XY-OHF;0;0;0;0;1;01-04-2014;528.02;0.0
010414-TGD-LWO-5522-XY-YTM;XY-YTM;0;1;1;9;0;01-04-2014;0.0;10.81
010414-TRD-KSC-7752-XY-YAZ;XY-YAZ;0;0;0;0;1;01-04-2014;14.42;0.0
010414-TZX-PIK-4543-XY-ALV;XY-ALV;0;1;1;26;0;01-04-2014;18.82;0.0
010414-VCE-KSC-5715-XY-LQZ;XY-LQZ;1;1;1;7;0;01-04-2014;0.0;10.81
010415-ADA-WMI-7713-XY-JXR;XY-JXR;0;0;0;0;1;01-04-2015;0.0;1620.6
010415-AES-PAD-4114-XY-YAZ;XY-YAZ;0;0;0;0;1;01-04-2015;0.0;10.81
010415-BDS-DSA-3961-XY-ZWJ;XY-ZWJ;1;1;1;32;0;01-04-2015;21.02;0.0
010415-CAG-BRS-6941-XY-ALV;XY-ALV;0;1;1;17;0;01-04-2015;24.0;0.0
010415-FNC-FDH-6169-XY-NMY;XY-NMY;2;1;0;0;0;01-04-2015;0.0;0.47
010415-HEL-IAS-6943-XY-OZH;XY-OZH;0;1;1;28;0;01-04-2015;0.0;0.47
010415-LED-LGG-5779-XY-IWX;XY-IWX;2;1;1;37;0;01-04-2015;0.0;10.81
010415-MXP-LED-7468-XY-PZC;XY-PZC;0;0;0;0;1;01-04-2015;0.0;10.81
010415-SJJ-LWO-1124-XY-LQZ;XY-LQZ;0;0;0;0;1;02-04-2015;0.0;431.32
010415-SOU-ORK-3136-XY-OFW;XY-OFW;0;0;0;0;1;01-04-2015;0.0;0.47
010415-TFS-TRN-1427-XY-CMJ;XY-CMJ;0;0;0;0;1;01-04-2015;16.2;0.0
010415-TIA-XRY-6391-XY-IOO;XY-IOO;0;0;0;0;1;01-04-2015;0.0;915.83
010415-TKU-HHN-7754-XY-FBA;XY-FBA;1;1;1;24;0;01-04-2015;0.0;1471.27
010415-TPS-BRI-9468-XY-PZC;XY-PZC;2;1;1;27;0;01-04-2015;0.0;10.81
010415-TRF-BRU-4563-XY-PZC;XY-PZC;1;1;1;39;0;01-04-2015;0.0;10.81
010415-VKO-GDN-6152-XY-ZWJ;XY-ZWJ;2;1;0;0;0;01-04-2015;21.02;0.0
010416-AHO-MAN-7144-XY-OFW;XY-OFW;0;0;0;0;1;02-04-2016;0.0;0.47
010416-BMA-JTR-3788-XY-ZWJ;XY-ZWJ;0;0;0;0;1;01-04-2016;24.0;0.0
010416-EGC-STR-1686-XY-ZDY;XY-ZDY;0;0;0;0;1;01-04-2016;0.0;831.8
010416-LED-AJA-1588-XY-OFW;XY-OFW;0;0;0;0;1;01-04-2016;0.0;10.81
010416-MPL-TLS-6192-XY-YTM;XY-YTM;3;1;1;40;0;01-04-2016;701.45;0.0
010416-NOC-TIV-7591-XY-MBJ;XY-MBJ;0;0;0;0;1;01-04-2016;13.57;0.0
010416-TPS-EVN-9732-XY-YTM;XY-YTM;0;0;0;0;1;01-04-2016;701.45;0.0
010416-WRO-KIR-4389-XY-FBA;XY-FBA;2;1;1;40;0;01-04-2016;0.0;10.81
010510-AAL-TRD-4318-XY-ZWJ;XY-ZWJ;0;0;0;0;1;01-05-2010;0.0;0.47
010510-AGP-KLU-4681-XY-OHF;XY-OHF;0;1;1;8;0;01-05-2010;10.05;0.0
010510-BLQ-SEN-9577-XY-LQZ;XY-LQZ;0;0;0;0;1;01-05-2010;0.0;10.81
010510-DRS-JTR-5126-XY-PZC;XY-PZC;0;0;0;0;1;02-05-2010;0.0;1251.28
010510-EMA-SAW-4424-XY-YAZ;XY-YAZ;2;1;1;29;0;02-05-2010;0.0;0.47
010510-KRS-HUY-7963-XY-OZH;XY-OZH;1;1;0;0;0;01-05-2010;504.02;0.0
010510-LEJ-BDS-1694-XY-ALV;XY-ALV;0;0;0;0;1;01-05-2010;0.0;10.81
010510-LPA-ADB-8713-XY-ALV;XY-ALV;0;1;1;46;0;01-05-2010;0.0;10.81
010510-LUG-PIK-2173-XY-ZDY;XY-ZDY;3;1;1;49;0;01-05-2010;0.0;1111.08
010510-MAH-IEV-7877-XY-YAZ;XY-YAZ;0;0;0;0;1;01-05-2010;0.0;0.47
010510-NAP-RVN-9141-XY-FBA;XY-FBA;0;0;0;0;1;01-05-2010;0.0;0.47
010510-SAW-DME-6216-XY-LYP;XY-LYP;0;0;0;0;1;01-05-2010;14.03;0.0
010510-SKP-HAM-5985-XY-IWX;XY-IWX;0;0;0;0;1;01-05-2010;0.0;10.81
010510-SXB-SDR-6694-XY-ZWJ;XY-ZWJ;1;1;1;41;0;02-05-2010;22.12;0.0
010510-TLS-AAL-5865-XY-NHZ;XY-NHZ;3;1;1;34;0;01-05-2010;285.08;0.0
010510-VCE-FAE-9812-XY-NMY;XY-NMY;0;0;0;0;1;01-05-2010;0.0;0.47
010511-AOI-VCE-4677-XY-IOO;XY-IOO;1;1;1;41;0;01-05-2011;0.0;10.81
