AIMSaircraftregistration;AIMSflighthours;AIMSflightcycles;AIMSdelays;AIMSdelayedminutes;AIMScancellations;date;AMOS_scheduledOutOfService;AMOS_unscheduledOutOfService
XY-ZDY;3;1;1;45;0;12-08-2015;0;0
XY-ZDY;2;1;1;30;0;12-08-2014;0;1501
XY-ZDY;0;0;0;0;2;12-08-2016;0;22
XY-ALV;2;1;1;36;2;04-08-2010;0;1
XY-ALV;4;1;1;37;0;04-08-2012;0;163
XY-ALV;2;1;1;47;1;04-08-2013;0;1
XY-OZH;0;0;0;0;1;15-01-2013;11;0
XY-OZH;2;1;1;37;0;15-01-2012;0;11
XY-OZH;0;0;0;0;1;15-01-2016;0;11
XY-OZH;0;0;0;0;1;15-01-2015;0;727
XY-OZH;3;1;1;37;0;15-01-2014;24;0
XY-JXR;5;2;1;17;0;23-04-2010;0;1
XY-NHZ;0;0;0;0;1;04-11-2011;396;0
XY-NHZ;0;1;1;28;1;04-11-2010;0;1
XY-JXR;1;1;1;49;0;23-04-2014;0;0
XY-NHZ;3;1;0;0;1;04-11-2015;37;0
XY-NHZ;0;0;0;0;1;04-11-2013;0;1474
XY-JXR;2;1;1;21;1;21-06-2010;0;22
XY-NHZ;1;1;1;15;0;04-11-2016;24;0
XY-CMJ;0;0;0;0;1;13-05-2010;34;0
XY-CMJ;3;1;1;36;0;13-05-2013;579;0
XY-CMJ;2;1;1;13;0;13-05-2014;0;0
XY-YAZ;0;0;0;0;1;23-01-2013;274;0
XY-YAZ;0;0;0;0;1;23-01-2016;0;11
XY-JXR;0;0;0;0;1;29-05-2010;4;0
XY-JXR;1;1;1;27;0;29-05-2011;0;11
XY-JXR;0;0;0;0;1;29-05-2013;0;11
XY-JXR;0;1;0;0;2;29-05-2015;0;32
XY-JXR;2;1;1;27;0;29-05-2016;0;495
XY-ZDY;0;1;1;37;0;01-10-2016;0;0
XY-ZDY;0;0;0;0;1;01-10-2013;591;0
XY-ZDY;1;1;1;36;1;01-10-2014;0;2274
XY-IWX;0;0;0;0;1;09-02-2015;120;0
XY-IWX;1;1;1;18;0;09-02-2016;0;0
XY-IWX;0;1;1;41;2;09-02-2013;1716;0
XY-IWX;1;2;1;12;1;09-02-2014;0;1
XY-IWX;2;1;1;16;3;09-02-2011;0;2
XY-IOO;0;1;1;10;0;16-07-2010;0;0
XY-LYP;0;0;0;0;1;16-04-2014;483;0
XY-LYP;0;0;0;0;1;16-04-2016;0;0
XY-LYP;0;0;0;0;1;16-04-2013;9;0
XY-LYP;2;1;1;28;0;16-04-2012;0;11
XY-OFW;2;1;1;32;1;11-03-2014;532;0
XY-OFW;0;0;0;0;1;11-03-2013;11;0
XY-OFW;5;2;2;83;0;11-03-2012;0;1
XY-OFW;0;0;0;0;1;11-03-2011;0;11
XY-OFW;0;1;1;38;1;11-03-2016;374;0
XY-OFW;2;1;1;11;0;11-03-2015;0;0
XY-LQZ;0;0;0;0;1;19-07-2012;0;21
XY-LQZ;0;0;0;0;1;19-07-2015;0;330
XY-LQZ;0;0;0;0;1;19-07-2014;0;0
XY-OFW;0;0;0;0;1;19-12-2010;0;11
XY-OFW;3;1;1;33;3;19-12-2011;0;3114
XY-OFW;2;1;1;24;0;19-12-2012;0;11
XY-OFW;0;0;0;0;2;19-12-2014;48;0
XY-ZWJ;0;0;0;0;1;16-10-2016;0;11
XY-LQZ;0;1;1;42;1;19-07-2010;0;1
XY-OFW;4;1;1;14;1;19-12-2016;0;1
XY-NHZ;2;1;1;46;0;25-06-2015;321;0
XY-NHZ;2;1;1;37;0;25-06-2016;0;11
XY-NHZ;0;0;0;0;1;25-06-2011;3;0
XY-NHZ;2;1;1;15;0;25-06-2012;24;0
XY-IWX;0;0;0;0;1;28-09-2015;6;0
XY-IWX;0;0;0;0;1;28-09-2016;0;11
XY-IWX;1;1;1;37;0;28-09-2014;0;0
XY-MBJ;3;1;1;43;1;28-10-2012;0;22
XY-MBJ;1;1;0;0;0;28-10-2010;0;251
XY-PZC;0;0;0;0;1;05-01-2011;331;0
XY-PZC;0;0;0;0;2;05-01-2012;470;0
XY-PZC;3;1;1;49;1;05-01-2013;0;22
XY-PZC;0;0;0;0;3;05-01-2014;72;0
XY-PZC;0;1;1;18;0;05-01-2017;0;0
XY-ZDY;4;1;1;21;0;03-04-2012;24;0
XY-ALV;0;0;0;0;1;26-10-2010;23;0
XY-ZDY;0;0;0;0;2;03-04-2013;0;1
XY-ALV;0;0;0;0;1;26-10-2011;0;14
XY-ZDY;0;0;0;0;3;03-04-2014;72;0
XY-NMY;2;1;1;42;1;24-01-2011;0;22
XY-ZDY;0;1;0;0;0;03-04-2015;0;0
XY-FBA;0;0;0;0;1;07-06-2014;17;0
XY-LQZ;2;1;1;24;0;11-08-2011;0;11
XY-NMY;0;0;0;0;1;24-01-2013;14;0
XY-LQZ;0;0;0;0;1;11-08-2012;0;1922
XY-NMY;4;2;2;32;0;24-01-2014;48;0
XY-ZDY;3;1;1;36;0;03-04-2010;0;1721
XY-FBA;0;0;0;0;2;07-06-2012;23;0
XY-ZDY;0;1;1;36;0;03-04-2011;0;0
XY-LQZ;3;1;1;47;0;11-08-2010;0;11
XY-NMY;0;0;0;0;1;24-01-2016;0;0
XY-OHF;0;0;0;0;2;31-03-2016;0;22
XY-FBA;0;0;0;0;2;07-06-2011;204;0
XY-OHF;0;1;1;41;1;31-03-2015;48;0
XY-ALV;0;0;0;0;1;26-10-2014;0;0
XY-ALV;0;0;0;0;1;26-10-2015;0;0
XY-OHF;0;0;0;0;1;31-03-2013;0;1047
XY-ALV;0;1;1;19;0;26-10-2016;94;0
XY-OHF;0;0;0;0;1;31-03-2010;0;11
XY-OHF;3;2;1;43;1;31-03-2011;0;32
XY-MBJ;0;0;0;0;1;28-10-2016;292;0
XY-MBJ;0;0;0;0;1;28-10-2014;0;0
XY-OZH;1;1;1;13;0;23-06-2014;0;0
XY-ZMF;0;0;0;0;1;13-12-2013;0;11
XY-LQZ;0;0;0;0;3;11-08-2013;165;0
XY-LQZ;2;1;1;40;0;11-08-2014;0;1601
XY-ZMF;2;1;1;25;0;13-12-2011;24;0
XY-OZH;2;1;1;24;0;23-06-2011;0;11
XY-ZMF;0;0;0;0;2;13-12-2014;493;0
XY-OZH;0;0;0;0;2;23-06-2012;0;22
XY-ZMF;3;2;2;86;0;13-12-2015;0;791
XY-ZMF;3;1;0;0;0;15-06-2013;216;0
XY-ZMF;0;0;0;0;1;15-06-2014;0;0
XY-ZMF;0;0;0;0;2;15-06-2015;0;2901
XY-ZMF;0;1;1;38;1;15-06-2016;0;1102
XY-NHZ;2;1;1;36;0;15-03-2015;0;0
XY-IOO;0;0;0;0;1;16-07-2014;0;11
XY-MBJ;3;1;1;32;1;17-04-2011;0;22
XY-MBJ;0;0;0;0;1;17-04-2014;714;0
XY-IOO;2;1;1;38;0;16-07-2012;192;0
XY-MBJ;0;0;0;0;1;17-04-2013;0;1714
XY-MBJ;3;1;1;30;0;17-04-2016;0;0
XY-ZMF;0;0;0;0;1;15-06-2010;0;0
XY-MBJ;2;2;2;48;0;17-04-2015;0;22
XY-ZMF;2;1;1;31;0;15-06-2011;0;0
XY-ZMF;2;1;0;0;0;15-06-2012;24;0
XY-IOO;3;1;1;20;1;16-07-2016;476;0
XY-ZDY;0;0;0;0;1;01-10-2011;184;0
XY-NHZ;3;1;1;43;0;15-03-2011;0;0
XY-ZDY;2;1;1;33;0;01-10-2010;0;11
XY-PZC;0;0;0;0;1;15-04-2011;0;11
XY-PZC;0;0;0;0;2;15-04-2012;0;579
XY-PZC;2;1;1;37;0;15-04-2015;0;0
XY-PZC;2;1;1;22;0;15-04-2016;0;396
XY-PZC;0;0;0;0;1;15-04-2013;0;11
XY-FBA;0;0;0;0;1;18-08-2012;0;11
XY-FBA;0;0;0;0;1;18-08-2011;0;314
XY-ZDY;2;1;1;27;0;01-06-2013;24;0
XY-ZDY;0;0;0;0;1;01-06-2010;0;0
XY-FBA;2;1;1;14;1;18-08-2016;68;0
XY-OHF;0;0;0;0;3;17-04-2010;72;0
XY-FBA;0;0;0;0;1;18-08-2014;0;1053
XY-FBA;0;0;0;0;1;18-08-2015;0;11
XY-ZWJ;0;0;0;0;1;26-03-2011;0;935
XY-ZDY;3;2;2;56;2;12-02-2016;0;2
XY-ZDY;0;1;1;17;5;12-02-2010;144;0
XY-LYP;0;0;0;0;1;25-12-2013;0;1771
XY-ZDY;1;1;1;34;0;12-02-2011;0;11
XY-PZC;0;0;0;0;1;31-01-2010;0;156
XY-LYP;3;1;1;8;0;25-12-2011;0;0
XY-ZDY;0;0;0;0;1;12-02-2013;0;11
XY-ZWJ;0;0;0;0;2;26-03-2012;0;1223
XY-OFW;3;2;1;47;0;29-05-2016;0;1
XY-ZWJ;2;1;1;39;1;26-03-2013;0;1715
XY-OFW;0;0;0;0;1;29-05-2014;1;0
XY-ZWJ;0;0;0;0;1;26-03-2015;1;0
XY-OFW;0;0;0;0;1;29-05-2015;0;237
XY-YAZ;0;0;0;0;1;09-08-2015;24;0
XY-YAZ;0;0;0;0;1;09-08-2016;23;0
XY-OFW;0;1;1;44;1;29-05-2013;13;0
XY-YAZ;2;2;2;59;0;09-08-2013;48;0
XY-OFW;0;1;1;8;0;29-05-2010;0;11
XY-YAZ;1;1;1;25;2;09-08-2014;0;4679
XY-OFW;3;1;1;24;0;29-05-2011;21;0
XY-PZC;0;0;0;0;2;31-01-2016;48;0
XY-PZC;3;1;1;22;1;31-01-2012;0;3228
XY-CMJ;3;1;1;39;0;29-09-2011;0;0
XY-YAZ;3;1;1;31;1;01-03-2016;48;0
XY-CMJ;0;0;0;0;2;29-09-2012;0;22
XY-CMJ;0;0;0;0;1;29-09-2014;0;0
XY-YAZ;0;1;1;24;1;01-03-2015;0;2947
XY-CMJ;1;1;1;45;1;29-09-2015;0;1
XY-YAZ;0;1;1;36;0;01-03-2012;0;288
XY-CMJ;0;0;0;0;1;29-09-2016;533;0
XY-YAZ;2;1;1;38;0;01-03-2010;0;490
XY-OHF;0;0;0;0;2;06-08-2016;11;0
XY-OHF;3;1;0;0;0;06-08-2010;0;0
XY-OHF;0;0;0;0;1;06-08-2011;145;0
XY-OHF;1;1;1;49;1;06-08-2012;48;0
XY-FBA;0;0;0;0;1;29-04-2011;3;0
XY-FBA;0;0;0;0;2;29-04-2012;0;22
XY-FBA;0;0;0;0;2;29-04-2015;0;22
XY-PZC;3;1;1;41;0;26-10-2014;0;11
XY-PZC;0;0;0;0;1;26-10-2013;20;0
XY-PZC;2;1;1;36;1;26-10-2012;0;1
XY-LYP;0;0;0;0;1;30-03-2013;235;0
XY-LYP;1;1;1;41;0;30-03-2014;0;0
XY-LYP;0;1;1;17;1;30-03-2015;0;22
XY-PZC;0;0;0;0;1;26-10-2016;0;0
XY-LYP;0;0;0;0;1;27-10-2012;0;0
XY-ZMF;0;0;0;0;2;24-04-2012;0;22
XY-LYP;2;1;1;46;1;27-10-2010;0;22
XY-ZMF;3;1;1;29;1;24-04-2013;0;1
XY-ZMF;0;0;0;0;1;24-04-2016;0;0
XY-CMJ;0;0;0;0;1;23-08-2016;16;0
XY-PZC;1;1;1;43;0;26-06-2014;0;1056
XY-PZC;0;1;1;20;2;26-06-2011;0;2535
XY-PZC;1;2;2;47;1;26-06-2012;0;32
XY-PZC;0;1;1;39;0;26-06-2015;0;250
XY-CMJ;1;1;0;0;1;23-08-2011;0;2424
XY-CMJ;3;1;1;8;0;23-08-2012;0;808
XY-LYP;0;0;0;0;1;27-10-2016;4;0
XY-LYP;0;1;1;35;0;27-10-2013;0;11
XY-CMJ;1;3;2;67;0;23-08-2014;0;4663
XY-LYP;3;1;1;12;0;27-10-2014;427;0
XY-OHF;0;0;0;0;2;20-11-2015;48;0
XY-FBA;0;0;0;0;1;10-03-2012;0;0
XY-FBA;0;0;0;0;1;10-03-2010;24;0
XY-IWX;0;0;0;0;1;31-10-2011;0;0
XY-FBA;0;0;0;0;1;10-03-2015;24;0
XY-FBA;0;1;0;0;1;10-03-2013;0;22
XY-IWX;1;1;1;30;1;31-10-2016;1150;0
XY-FBA;0;0;0;0;1;10-03-2014;9;0
XY-IWX;6;2;2;86;0;31-10-2015;46;0
XY-IWX;1;1;1;31;1;31-10-2010;0;667
XY-NMY;3;1;1;35;0;13-05-2013;0;0
XY-NMY;0;0;0;0;2;13-05-2015;893;0
XY-LQZ;0;1;1;17;0;24-12-2015;0;395
XY-LQZ;3;1;1;32;0;24-12-2013;24;0
XY-NMY;0;0;0;0;1;13-05-2011;24;0
XY-LQZ;0;0;0;0;1;24-12-2011;24;0
XY-MBJ;2;1;1;19;0;31-03-2014;0;0
XY-MBJ;0;0;0;0;1;31-03-2016;0;1714
XY-MBJ;0;0;0;0;2;31-03-2011;0;1
XY-MBJ;1;1;1;18;1;31-03-2010;0;1402
XY-MBJ;2;1;1;32;0;31-03-2013;114;0
XY-MBJ;0;0;0;0;1;31-03-2012;0;11
XY-ALV;3;1;1;30;1;04-12-2010;0;1
XY-OHF;0;0;0;0;1;17-04-2013;0;862
XY-ALV;0;0;0;0;2;04-12-2011;0;22
XY-OHF;0;0;0;0;1;17-04-2011;0;1996
XY-OHF;0;1;1;13;0;17-04-2012;24;0
XY-NMY;0;0;0;0;1;19-10-2011;0;1759
XY-ALV;3;1;1;29;0;04-12-2015;0;11
XY-OHF;0;0;0;0;1;17-04-2015;64;0
XY-OZH;1;1;0;0;0;02-11-2013;0;1317
XY-FBA;0;1;1;30;1;10-09-2013;829;0
XY-FBA;1;1;1;42;0;10-09-2012;0;11
XY-YTM;3;1;1;29;2;05-11-2014;72;0
XY-FBA;0;0;0;0;1;10-09-2010;0;0
XY-IWX;1;1;1;25;2;28-03-2012;0;32
XY-YTM;0;1;1;13;0;05-11-2013;0;0
XY-IWX;0;0;0;0;2;28-03-2011;0;1
XY-OZH;0;1;1;31;3;02-11-2016;0;43
XY-YTM;0;0;0;0;2;05-11-2016;0;3245
XY-YTM;3;1;1;33;0;05-11-2015;0;11
XY-ZDY;0;1;0;0;1;09-05-2014;0;606
XY-IWX;1;1;1;21;0;28-03-2013;0;11
XY-OZH;1;1;1;28;0;02-11-2010;0;11
XY-IWX;0;0;0;0;1;17-07-2015;0;1005
XY-IWX;3;1;1;45;0;17-07-2014;24;0
XY-IWX;2;1;1;12;1;17-07-2011;48;0
XY-IWX;4;1;1;35;0;17-07-2012;0;11
XY-YTM;0;0;0;0;1;05-11-2010;24;0
XY-YTM;3;1;1;36;0;05-11-2012;410;0
XY-YTM;0;0;0;0;1;05-11-2011;0;11
XY-OFW;1;1;1;41;0;08-10-2010;13;0
XY-ZDY;0;0;0;0;1;09-05-2010;0;11
XY-OFW;0;0;0;0;2;08-10-2011;41;0
XY-OFW;1;1;1;37;0;08-10-2012;588;0
XY-OFW;0;0;0;0;1;08-10-2013;0;0
XY-FBA;0;0;0;0;2;10-09-2016;1296;0
XY-FBA;0;0;0;0;1;10-09-2015;0;0
XY-OFW;3;1;1;15;1;08-10-2015;187;0
XY-YAZ;0;0;0;0;1;14-03-2015;0;2090
XY-YAZ;3;1;1;41;0;01-09-2012;0;1375
XY-YAZ;0;1;1;40;0;14-03-2014;0;0
XY-YAZ;0;0;0;0;2;01-09-2011;0;1
XY-YAZ;0;1;1;47;1;14-03-2011;0;3342
XY-YAZ;1;1;1;46;0;01-09-2016;675;0
XY-YAZ;3;2;2;28;0;14-03-2013;0;22
XY-OHF;0;0;0;0;1;20-11-2012;0;1356
XY-OHF;0;0;0;0;1;20-11-2014;0;0
XY-OHF;0;0;0;0;1;20-11-2013;0;11
XY-OHF;0;0;0;0;1;20-11-2010;0;789
XY-OFW;2;1;1;17;0;13-01-2011;20;0
XY-MBJ;3;1;1;49;1;28-06-2013;0;22
XY-OFW;0;0;0;0;2;13-01-2015;0;1
XY-MBJ;0;0;0;0;3;28-06-2016;72;0
XY-OFW;3;1;1;20;0;13-01-2016;201;0
XY-MBJ;3;1;1;14;0;28-06-2015;382;0
XY-JXR;1;2;1;19;0;18-09-2015;0;1
XY-FBA;2;1;1;29;2;23-03-2012;0;4662
XY-FBA;0;0;0;0;1;23-03-2014;0;858
XY-NMY;0;0;0;0;1;08-04-2011;0;11
XY-NMY;0;0;0;0;1;08-04-2010;17;0
XY-JXR;2;1;1;14;1;18-09-2012;0;22
XY-MBJ;2;1;1;9;0;28-06-2010;623;0
XY-CMJ;0;0;0;0;1;02-03-2010;0;0
XY-CMJ;3;1;1;8;0;02-03-2012;15;0
XY-ZWJ;1;1;1;9;0;13-09-2014;24;0
XY-CMJ;0;0;0;0;1;02-03-2013;24;0
XY-ZWJ;0;0;0;0;2;13-09-2015;21;0
XY-CMJ;0;0;0;0;1;02-03-2016;616;0
XY-CMJ;0;1;1;10;2;02-03-2015;0;32
XY-ZWJ;0;0;0;0;1;13-09-2013;0;2022
XY-YTM;0;0;0;0;1;05-01-2012;0;296
XY-ZWJ;0;0;0;0;2;26-09-2015;0;1
XY-YTM;2;1;0;0;0;05-01-2013;24;0
XY-ZWJ;4;2;0;0;1;13-09-2011;72;0
XY-ZWJ;0;1;1;32;0;26-09-2014;8;0
XY-YTM;1;1;1;9;0;05-01-2010;0;0
XY-YTM;2;1;1;27;1;05-01-2011;0;1
XY-ALV;0;1;1;19;2;17-12-2015;57;0
XY-ALV;0;0;0;0;2;17-12-2014;0;22
XY-ALV;0;0;0;0;1;17-12-2016;0;11
XY-LYP;2;1;0;0;0;14-06-2016;24;0
XY-YTM;1;1;0;0;0;05-01-2017;0;0
XY-YTM;0;0;0;0;1;05-01-2015;0;0
XY-LYP;0;0;0;0;1;14-06-2015;0;0
XY-LYP;0;1;1;45;0;14-06-2012;0;0
XY-LYP;0;0;0;0;1;14-06-2013;24;0
XY-LYP;1;1;1;9;0;14-06-2010;0;0
XY-LYP;2;2;2;74;2;14-06-2011;0;2854
XY-ALV;0;0;0;0;1;17-12-2011;0;0
XY-ALV;0;0;0;0;2;17-12-2010;48;0
XY-ALV;1;2;2;54;0;17-12-2013;0;22
XY-ALV;0;0;0;0;1;17-12-2012;17;0
XY-OZH;2;2;2;61;0;04-05-2015;0;1293
XY-LQZ;2;1;1;44;0;19-11-2015;0;447
XY-OZH;0;0;0;0;1;04-05-2014;14;0
XY-LQZ;0;0;0;0;2;19-11-2013;0;1
XY-IOO;0;0;0;0;2;16-01-2014;0;1
XY-LQZ;3;1;1;38;1;11-12-2012;186;0
XY-IOO;0;0;0;0;1;16-01-2016;0;0
XY-LQZ;0;0;0;0;1;11-12-2016;0;185
XY-IOO;1;1;1;32;0;16-01-2012;0;11
XY-OZH;2;1;1;8;0;04-05-2011;13;0
XY-OZH;0;0;0;0;2;04-05-2010;41;0
XY-OZH;1;1;1;7;0;04-05-2013;0;1487
XY-OZH;0;0;0;0;1;04-05-2012;0;1343
XY-NHZ;0;0;0;0;1;17-01-2014;0;11
XY-NHZ;2;1;1;33;1;17-01-2016;0;22
XY-NHZ;0;1;1;43;1;17-01-2015;85;0
XY-ZMF;0;1;1;13;0;13-08-2012;0;11
XY-ZMF;2;1;0;0;0;13-08-2016;24;0
XY-IOO;2;1;1;19;1;16-11-2011;0;22
XY-IOO;0;0;0;0;1;16-11-2014;0;944
XY-IOO;0;0;0;0;1;16-11-2012;0;11
XY-LYP;0;0;0;0;2;06-11-2012;0;2403
XY-LYP;2;1;1;9;0;06-11-2011;0;279
XY-ALV;0;1;1;11;0;30-08-2012;0;0
XY-ALV;0;0;0;0;2;30-08-2011;281;0
XY-ALV;2;1;1;22;0;30-08-2016;2;0
XY-ALV;0;0;0;0;1;30-08-2015;2;0
XY-LYP;3;2;2;66;1;06-11-2016;72;0
XY-ZDY;0;1;1;13;1;14-10-2016;1097;0
XY-ZDY;0;0;0;0;1;14-10-2015;24;0
XY-LYP;1;1;1;21;0;06-11-2013;110;0
XY-ZDY;0;0;0;0;1;14-10-2012;641;0
XY-ZDY;0;1;1;26;1;14-10-2011;0;1
XY-ZDY;0;0;0;0;1;14-10-2013;0;11
XY-OHF;0;0;0;0;2;22-05-2013;0;1764
XY-ZDY;0;1;0;0;0;14-10-2010;575;0
XY-OHF;0;0;0;0;1;22-05-2015;0;0
XY-OHF;1;2;2;71;0;22-05-2014;0;1
XY-ZMF;4;1;1;31;2;02-06-2010;0;32
XY-ZMF;0;0;0;0;1;02-06-2013;0;11
XY-ZMF;0;1;1;43;1;02-06-2016;48;0
XY-IWX;0;0;0;0;1;29-08-2010;24;0
XY-JXR;0;0;0;0;2;12-08-2016;30;0
XY-JXR;2;1;1;21;0;12-08-2013;0;659
XY-JXR;0;0;0;0;1;12-08-2014;0;0
XY-JXR;1;1;1;38;0;12-08-2012;635;0
XY-IOO;0;0;0;0;1;03-07-2016;0;0
XY-IOO;2;1;1;40;1;03-07-2015;0;22
XY-OZH;4;2;2;46;0;12-04-2012;34;0
XY-OZH;2;1;1;43;1;12-04-2015;184;0
XY-IOO;0;0;0;0;1;03-07-2013;0;943
XY-OZH;0;1;0;0;1;12-04-2014;0;1
XY-LQZ;0;0;0;0;2;14-05-2016;0;1
XY-IWX;0;0;0;0;2;16-12-2014;0;1643
XY-YTM;1;2;2;68;1;23-09-2016;1897;0
XY-IWX;1;1;0;0;0;16-12-2016;0;1691
XY-YTM;2;1;1;38;1;23-09-2014;48;0
XY-YTM;0;1;1;24;1;23-09-2013;0;175
XY-YTM;3;1;1;7;1;23-09-2012;0;1
XY-YTM;0;1;0;0;0;23-09-2011;0;2135
XY-IOO;0;0;0;0;1;03-07-2012;24;0
XY-IOO;0;1;1;42;0;03-07-2011;0;11
XY-IWX;4;2;2;31;0;16-12-2011;998;0
XY-IOO;0;0;0;0;2;03-07-2010;0;22
XY-IWX;3;1;1;21;2;16-12-2012;0;32
XY-LQZ;1;1;1;49;0;14-05-2013;381;0
XY-JXR;1;1;1;8;0;12-08-2010;0;1085
XY-IWX;0;0;0;0;1;29-08-2016;0;11
XY-IWX;0;1;1;8;2;29-08-2014;0;32
XY-ZMF;3;3;3;88;1;26-12-2016;1948;0
XY-ZMF;1;1;1;10;0;26-12-2013;0;1518
XY-ZMF;2;1;1;40;0;26-12-2012;174;0
XY-ZMF;2;1;1;42;0;26-12-2015;0;11
XY-ZMF;0;0;0;0;1;26-12-2014;0;0
XY-LQZ;0;1;1;45;0;18-08-2014;0;487
XY-OHF;0;0;0;0;1;30-04-2011;0;11
XY-LQZ;1;1;1;19;1;18-08-2016;11;0
XY-OHF;3;1;1;19;0;30-04-2016;24;0
XY-LQZ;0;0;0;0;1;18-08-2011;574;0
XY-LQZ;0;0;0;0;1;18-08-2010;24;0
XY-OHF;0;1;1;42;0;30-04-2015;0;11
XY-OHF;0;0;0;0;1;30-04-2012;24;0
XY-LQZ;1;1;1;23;1;18-08-2012;0;2283
XY-OHF;0;0;0;0;1;30-04-2013;0;0
XY-ZDY;2;1;0;0;0;21-06-2010;0;0
XY-ZDY;1;1;1;18;0;21-06-2011;0;1355
XY-ZDY;0;0;0;0;1;21-06-2013;0;637
XY-ZDY;0;0;0;0;1;21-06-2015;0;0
XY-LQZ;0;0;0;0;1;10-09-2015;0;0
XY-LQZ;2;1;0;0;0;10-09-2010;5;0
XY-LQZ;3;1;1;20;0;10-09-2013;327;0
XY-MBJ;1;1;1;38;0;16-05-2011;0;0
XY-LQZ;2;1;1;41;3;10-09-2014;96;0
XY-MBJ;0;0;0;0;1;16-05-2012;0;969
XY-LQZ;3;1;1;25;1;10-09-2012;0;2087
XY-MBJ;2;1;1;22;0;16-05-2010;0;666
XY-MBJ;0;0;0;0;1;16-05-2015;0;0
XY-ZWJ;4;2;2;55;0;27-12-2015;0;269
XY-MBJ;4;1;1;18;1;16-05-2016;48;0
XY-MBJ;2;2;2;42;0;16-05-2013;0;1
XY-ZWJ;0;0;0;0;1;27-12-2013;19;0
XY-MBJ;3;1;1;38;1;16-05-2014;48;0
XY-ZWJ;0;0;0;0;1;27-12-2014;0;11
XY-ZWJ;1;1;1;39;0;27-12-2012;344;0
XY-ZWJ;2;1;1;22;0;27-12-2010;24;0
XY-IOO;3;1;1;37;0;29-01-2010;0;0
XY-MBJ;0;0;0;0;2;12-02-2013;0;1
XY-MBJ;1;1;1;25;2;12-02-2010;36;0
XY-MBJ;0;0;0;0;1;12-02-2011;24;0
XY-MBJ;0;1;1;29;1;12-02-2016;0;3874
XY-MBJ;1;1;1;21;0;12-02-2014;0;273
XY-MBJ;0;0;0;0;3;12-02-2015;427;0
XY-IOO;0;0;0;0;1;29-01-2012;0;11
XY-IOO;2;1;1;43;0;29-01-2013;8;0
XY-NHZ;1;2;2;80;0;02-09-2016;0;1
XY-LQZ;2;1;0;0;1;22-04-2015;0;1
XY-NHZ;0;0;0;0;1;02-09-2015;0;424
XY-LQZ;2;1;1;42;0;22-04-2011;0;0
XY-NHZ;5;2;1;49;0;02-09-2010;48;0
XY-NHZ;0;0;0;0;1;02-09-2013;24;0
XY-NHZ;0;0;0;0;1;02-09-2012;0;389
XY-NHZ;2;2;2;43;1;02-09-2011;50;0
XY-LYP;0;0;0;0;1;27-06-2010;0;0
XY-LYP;0;0;0;0;1;27-06-2011;34;0
XY-LYP;0;0;0;0;1;27-06-2016;0;1724
XY-LYP;2;1;1;8;0;27-06-2012;0;0
XY-LYP;3;1;1;18;0;27-06-2013;12;0
XY-ZMF;0;0;0;0;1;14-01-2013;163;0
XY-ZMF;0;1;1;15;1;14-01-2015;357;0
XY-ZMF;3;1;1;24;0;14-01-2011;0;0
XY-ZMF;0;0;0;0;1;14-01-2012;0;0
XY-NMY;0;0;0;0;2;24-11-2014;0;1105
XY-NMY;0;0;0;0;1;24-11-2013;0;11
XY-NMY;0;0;0;0;1;24-11-2011;444;0
XY-NHZ;0;0;0;0;1;16-08-2010;0;11
XY-NHZ;0;0;0;0;2;16-08-2011;0;2412
XY-NHZ;0;0;0;0;1;16-08-2014;0;11
XY-NHZ;0;0;0;0;1;16-08-2013;0;1740
XY-NHZ;1;1;1;29;0;16-08-2015;0;11
XY-NMY;0;1;1;32;0;24-11-2016;24;0
XY-ZDY;0;0;0;0;1;25-02-2014;278;0
XY-ZDY;0;0;0;0;1;25-02-2015;0;11
XY-IOO;0;0;0;0;1;04-10-2016;0;633
XY-IOO;1;1;1;16;0;04-10-2012;0;0
XY-IOO;2;1;1;28;1;04-10-2014;0;22
XY-IOO;0;1;1;27;1;04-10-2010;0;1
XY-ALV;0;1;1;35;1;05-01-2017;0;3989
XY-ALV;0;0;0;0;1;05-01-2016;13;0
XY-ZDY;1;1;1;16;2;13-07-2010;1606;0
XY-JXR;3;2;2;94;0;21-10-2010;0;22
XY-JXR;3;1;1;45;0;21-10-2011;0;11
XY-YTM;3;1;1;21;0;04-02-2016;0;11
XY-ALV;0;1;0;0;1;05-01-2010;0;2181
XY-ZDY;3;1;1;10;0;13-07-2016;0;11
XY-JXR;2;1;1;26;0;21-10-2014;0;660
XY-YAZ;2;1;1;31;0;22-02-2012;0;11
XY-JXR;1;1;1;47;0;21-10-2015;237;0
XY-YAZ;0;0;0;0;1;22-02-2013;22;0
XY-IOO;2;1;0;0;0;17-06-2011;0;1923
XY-JXR;0;0;0;0;1;21-10-2013;0;0
XY-ALV;3;1;0;0;1;05-01-2014;0;1033
XY-ZDY;1;1;1;33;0;13-07-2012;24;0
XY-YAZ;2;1;1;34;2;22-02-2016;0;5380
XY-ALV;5;2;2;80;2;05-01-2013;0;43
XY-ALV;3;2;2;68;0;05-01-2012;4;0
XY-IOO;0;0;0;0;1;17-06-2015;24;0
XY-CMJ;0;0;0;0;1;08-04-2010;445;0
XY-NHZ;0;0;0;0;2;28-03-2010;0;2803
XY-CMJ;0;0;0;0;1;08-04-2011;0;11
XY-YTM;2;1;1;27;0;04-02-2015;0;11
